线路名称,线路类型,运行时间,总里程,公交公司,正向路线,反向路线
K1路(重汽彩世界--洪家楼),普通公交,0500--2230,15.58186,济南公交总公司第五分公司,"重汽彩世界,济齐路黄岗路,济齐路交校路,济齐路张庄路,
八里桥,经一纬十二,经四路西口,经四纬十二,
纬十二路经二路,经二纬十二,华联商厦,经二纬八,
经二纬六,经二纬五,经二纬二,经二纬一,
市法院,普利街,趵突泉北门,趵突泉东门,
泉城广场北,青龙桥南,解放桥东,中心医院,
解放路山大路,山大路山大南路,山大路花园庄东路,花园路山大路,
花园路洪家楼西路,洪家楼","洪家楼,花园路洪家楼西路,花园路山大路,山大路花园庄东路,
山大路山大南路,解放路山大路,中心医院,解放桥东,
青龙桥南,泉城广场北,趵突泉东门,趵突泉北门,
普利街,市法院,经二纬一,经二纬二,
经二纬五,经二纬六,经二纬八,华联商厦,
经二纬十二,纬十二路经二路,经四纬十二,经四路西口,
经一纬十二,八里桥,济齐路张庄路,济齐路交校路,
济齐路黄岗路,重汽彩世界"
K2路(中心医院--匡山小区),普通公交,,12.22639,济南公交总公司第四分公司,"中心医院,历东花园,和平路历山东路,和平路山师东路,
历山路和平路,历山路文化东路,千佛山2,经十路舜耕路,
泉城公园北门,全民健身中心,省体育中心,经十纬一,
八一立交桥西,经十路建设路,五里牌坊,纬十二路经七路,
纬十二路经五路,纬十二路经二路,八里桥,济齐路张庄路,
济齐路交校路,匡山小区","匡山小区,济齐路交校路,济齐路张庄路,八里桥,
纬十二路经二路,纬十二路经五路,纬十二路经七路,五里牌坊,
经十路建设路,八一立交桥西,经十纬一,省体育中心,
全民健身中心,泉城公园北门,经十路舜耕路,千佛山2,
历山路文化东路,历山路和平路,和平路山师东路,和平路历山东路,
历东花园,中心医院"
K4路(二环北路公交车场--分水岭南),普通公交,,16.62022,济南公交集团中部公交分公司,"二环北路公交车场,黄河公园,泺口,济泺路泺口南路,
公交维修公司,大坝,泺口服装城1,动物园3,
工人新村北村,工人新村南村,长途汽车站,制革街,
成丰桥,天桥南,大观园,纬二路经七路,
纬二路经八路,八一立交桥南,英雄山,二七新村,
英雄山路六里山南路,七里山南村,四季花园,英雄山路七里山路,
西八公交车场,东方红桥,十六里河街道办事处,英雄山立交桥北,
英雄山立交桥南,南苑小区,分水岭,望岳路分水岭路,
分水岭南","分水岭南,望岳路分水岭路,分水岭,南苑小区,
英雄山立交桥南,英雄山立交桥北,十六里河街道办事处,东方红桥,
西八公交车场,英雄山路七里山路,四季花园,七里山南村,
英雄山路六里山南路,二七新村,英雄山,八一立交桥南,
纬二路经八路,纬二路经七路,大观园,天桥南,
成丰桥,制革街,长途汽车站,工人新村南村,
工人新村北村,动物园3,泺口服装城1,大坝,
公交维修公司,济泺路泺口南路,泺口,黄河公园,
二环北路公交车场"
K5路(太平洋小区--解放桥),普通公交,0530--2150,11.14854,济南公交集团中部公交分公司,"太平洋小区,泺安路,大坝,泺口服装城2,
动物园4,工人新村北村,工人新村南村,长途汽车站,
制革街,成丰桥,天桥南,大观园,
人民商场,共青团路,趵突泉北门,趵突泉东门,
泉城广场北,黑虎泉,青龙桥南,解放桥
","解放桥,青龙桥南,黑虎泉,泉城广场北,
趵突泉东门,趵突泉北门,共青团路,人民商场,
大观园,天桥南,成丰桥,制革街,
长途汽车站,工人新村南村,工人新村北村,动物园4,
泺口服装城2,大坝,泺安路,太平洋小区
"
K6路(王官庄小区东区--大明湖火车站),普通公交,0600--2100,12.04,济南公交总公司第六分公司,"王官庄小区东区,卧龙路小学,王官庄,试验机厂,
南辛庄西路南辛庄街,南辛庄西路经十路,经十路营市街,经十路北小辛庄西街,
经十路经七路,经十路德兴街,纬十二路经七路,经七纬八,
经七路小纬六路,经七纬四,经七纬二,杆石桥北,
顺河东街经二路,顺河西街馆驿街,北坦,济安街,
明湖西路顺河街,河套庄,北关,大明湖北门,
大明湖火车站","大明湖火车站,大明湖北门,北关,河套庄,
明湖西路顺河街,济安街,北坦,顺河西街馆驿街,
顺河东街经二路,杆石桥北,经七纬二,经七纬四,
经七路小纬六路,经七纬八,纬十二路经七路,经十路德兴街,
经十路经七路,经十路北小辛庄西街,经十路营市街,南辛庄西路经十路,
南辛庄西路南辛庄街,试验机厂,王官庄,卧龙路小学,
王官庄小区东区"
K7路(王府庄--经五纬一),普通公交,0530--2130,15.01143,济南公交总公司第四分公司,"王府庄,玉清水厂,担山屯,大杨庄,
经十路齐州路,经十路腊山河东路,明星小区,经十路腊山北路,
张庄路经十路,名士花园,张庄路经六路,济南三十中学,
烟台路潍坊路,地铁二环西路站,张庄路二环西路,森林公园,
张庄路段兴西路,张庄路段兴东路,地铁老屯站,八里桥小区,
地铁八里桥站,堤口路西口,铁路宿舍,地铁益康路站,
堤口路无影山路,十一中,长途客运中心,天桥区政府,
堤口路东口,天桥南,纬一路经四路,经五纬一
","经五纬一,纬一路经四路,天桥南,堤口路东口,
天桥区政府,长途客运中心,十一中,堤口路无影山路,
地铁益康路站,铁路宿舍,堤口路西口,地铁八里桥站,
八里桥小区,地铁老屯站,张庄路段兴东路,张庄路段兴西路,
森林公园,张庄路二环西路,地铁二环西路站,烟台路潍坊路,
济南三十中学,张庄路经六路,名士花园,张庄路经十路,
经十路腊山北路,明星小区,经十路腊山河东路,经十路齐州路,
大杨庄,担山屯,玉清水厂,王府庄
"
K10路(王辛--洪家楼),普通公交,,25.40841,济南公交集团东部公交第一分公司,"王辛,荀于,董家村北,董家村南,
董家街道办事处,董家街道办事处南,李东,稼轩路虞山路,
郭西村,郭店,郭店街道办事处,庚辰铸造材料,
锦平,工业北路机场路,郭店立交桥西,韩仓,
凤鸣路北段,鲍山花园北区,地铁鲍山站,飞跃大道新村中路,
殷陈小区,殷陈西小区东,殷陈北,殷陈南,
炼油厂,义和庄,工业南路凤凰路,邓家,
牛旺庄,工业南路舜华路,贤文庄,工业南路正丰路,
丁家庄东,丁家庄西,工业南路化纤厂路,工业南路彤霞路,
工业南路华信路,七里河,七里河路南口,七里河小区,
七里河路华能路,花园路二环东路,洪家楼","洪家楼,花园路二环东路,七里河路华能路,七里河小区,
七里河路南口,七里河,工业南路华信路,工业南路彤霞路,
工业南路化纤厂路,丁家庄西,丁家庄东,工业南路正丰路,
贤文庄,工业南路舜华路,牛旺庄,邓家,
工业南路凤凰路,义和庄,炼油厂,殷陈南,
殷陈北,殷陈西小区东,殷陈小区,飞跃大道新村中路,
地铁鲍山站,鲍山花园北区,凤鸣路北段,韩仓,
郭店立交桥西,工业北路机场路,锦平,庚辰铸造材料,
郭店街道办事处,郭店,郭西村,稼轩路虞山路,
李东,董家街道办事处南,董家街道办事处,董家村南,
董家村北,荀于,王辛"
K11路(济南站--十里河),普通公交,,11.28399,济南公交总公司第一分公司,"济南站,纬三路经二路,经二纬一,市法院,
顺河西街馆驿街,北坦,少年宫,大明湖西南门,
大明湖,市立一院,大明湖路按察司街,老东门,
东关大街,花园路历山路,花园路山大路,花园路洪家楼西路,
洪家楼,花园路二环东路,市口腔医院历城院区,花园路华信路,
历城五中,十里河西,十里河","十里河,十里河西,历城五中,花园路华信路,
市口腔医院历城院区,花园路二环东路,洪家楼,花园路洪家楼西路,
花园路山大路,花园路历山路,东关大街,老东门,
大明湖路按察司街,市立一院,大明湖,大明湖西南门,
少年宫,北坦,顺河西街馆驿街,市法院,
经二纬一,纬三路经二路,济南站"
K12路(东宇花园--五柳闸),普通公交,0515--2100,12.84873,济南公交集团干线公交分公司,"东宇花园,粟山路东宇大街,东沙王庄,粟山路黄岗路,
北辛庄北,黄岗,黄岗路无影山中路,重汽彩世界,
济齐路黄岗路,济齐路交校路,堤口路西口,铁路宿舍,
地铁益康路站,堤口路无影山路,十一中,地铁济南站北,
天桥区政府,堤口路东口,制革街,长途汽车站,
工人新村南村,工人新村北村,动物园,泺口服装城,
小清河北路标山路,小清河北路新赵路,新城小区,五柳闸
","五柳闸,新城小区,小清河北路新赵路,小清河北路标山路,
泺口服装城,动物园,工人新村北村,工人新村南村,
长途汽车站,制革街,堤口路东口,天桥区政府,
地铁济南站北,十一中,堤口路无影山路,地铁益康路站,
铁路宿舍,堤口路西口,济齐路交校路,济齐路黄岗路,
重汽彩世界,黄岗路无影山中路,黄岗,北辛庄北,
粟山路黄岗路,东沙王庄,粟山路东宇大街,东宇花园
"
K13路(青年桥--白马山公交车场),普通公交,,10.72972,济南公交总公司第五分公司,"青年桥,经八路青年西路,经八路胜利大街,济南大厦,
纬二路经七路,大观园,经四纬三,山东省眼科医院,
省立医院,经四纬十,经四路西口,槐村街经四路,
营市街经六路,南辛庄西路经十路,南辛庄西路南辛庄街,试验机厂,
王官庄,白马山南路东口,方信家园,宏瑞国际星城,
白马山公交车场","白马山公交车场,宏瑞国际星城,方信家园,白马山南路东口,
王官庄,试验机厂,南辛庄西路南辛庄街,南辛庄西路经十路,
营市街经六路,槐村街经四路,经四路西口,经四纬十,
省立医院,山东省眼科医院,经四纬三,大观园,
纬二路经七路,济南大厦,经八路胜利大街,经八路青年西路,
青年桥"
K14路(水屯路新黄路--青年桥东),普通公交,0600--2130,9.03568,济南公交总公司第二分公司,"水屯路新黄路,新黄路水屯路,新黄路南徐东路,历黄路新黄路,
朗润园,黄台环球家居,历黄路小清河南路,历黄路水屯北路,
梁府小区,梁府小区南,历黄路北园大街,大明湖火车站,
大明湖东门,大明湖路按察司街,市立一院,县西巷北口,
县西巷南口,天地坛街黑虎泉西路,泉城广场,广智院街,
齐鲁医院,青年桥东","青年桥东,齐鲁医院,广智院街,泉城广场,
天地坛街黑虎泉西路,县西巷南口,县西巷北口,市立一院,
大明湖路按察司街,大明湖东门,大明湖火车站,历黄路北园大街,
梁府小区南,梁府小区,历黄路水屯北路,历黄路小清河南路,
黄台环球家居,朗润园,历黄路新黄路,新黄路南徐东路,
新黄路水屯路,水屯路新黄路"
K17路(西八公交车场--大涧沟东小学),普通公交,0600--2100,10.81407,济南公交集团南部公交分公司,"西八公交车场,西八公交车场(山东省新华书院文博苑),东方红桥,十六里河街道办事处,
英雄山立交桥北,英雄山立交桥南,南苑小区,北康路望岳路,
唐人中心小区,南康路北康路,临时站,南康路分水岭路,
南康路丽康路,丽康路南康路,南康,鲁能领秀公馆,
大涧沟北,大涧沟,大涧沟西,大涧沟村,
大涧沟办事处,附设站,大涧沟东市场,大涧沟东小学
","大涧沟东小学,大涧沟东市场,附设站,大涧沟办事处,
大涧沟村,大涧沟西,大涧沟,大涧沟北,
鲁能领秀公馆,南康,丽康路南康路,南康路丽康路,
南康路分水岭路,临时站,南康路北康路,唐人中心小区,
北康路望岳路,南苑小区,英雄山立交桥南,英雄山立交桥北,
十六里河街道办事处,东方红桥,西八公交车场(山东省新华书院文博苑),西八公交车场
"
K19路(省立医院--彭庄),普通公交,,13.46392,济南公交集团西部公交第四分公司,"省立医院,经六纬九,经六纬十二,经六路德新路,
经六路营市东街,经六路营市街,经六路营市西街,经六路段兴西路,
孔村小区,经六路二环西路,桃园小区,刘庄路经十路,
刘庄,地铁腊山站,明星小区,经十路腊山河东路,
经十路齐州路,齐州路经十路,育华中学,大金新苑,
齐州路烟台路,济南西站东广场,兴福寺路齐州路,泰安路青岛路,
恒大雅苑,聊城路泰安路,兴福佳苑南门,彭庄
","彭庄,兴福佳苑南门,聊城路泰安路,恒大雅苑,
泰安路青岛路,兴福寺路齐州路,济南西站东广场,齐州路烟台路,
大金新苑,育华中学,齐州路经十路,经十路齐州路,
经十路腊山河东路,明星小区,地铁腊山站,刘庄,
刘庄路经十路,桃园小区,经六路二环西路,孔村小区,
经六路段兴西路,经六路营市西街,经六路营市街,经六路营市东街,
经六路德新路,经六纬十二,经六纬九,省立医院
"
K20路(公交营运中心--纬十二路经二路),普通公交,,28.02543,济南公交集团西部公交分公司,"公交营运中心,乐天小区,八里庄,大学路凤凰路,
长泰小区,大学路经十西路,经十西路玉符街,经十西路滨河路,
晶恒工业园,王宿铺,中油济柴,平安店,
经十西路富美路,平安店北,经十西路晨辉路,三龙小区,
平安工业园,藤屯,杜家庙,小李庄,
丰齐,朱庄,南八里,润华汽车园,
古城,田欣苑小区,蓝石大溪地,周王庄,
担山屯,大杨庄,经十路齐州路,经十路腊山河东路,
明星小区,经十路腊山北路,刘庄,腊山立交桥西,
腊山立交桥,经十路段兴西路,经十路营市西街,营市街经十路,
营市街经六路,槐村街经四路,纬十二路经二路","纬十二路经二路,槐村街经四路,营市街经六路,营市街经十路,
经十路营市西街,经十路段兴西路,腊山立交桥,腊山立交桥西,
刘庄,经十路腊山北路,明星小区,经十路腊山河东路,
经十路齐州路,大杨庄,担山屯,周王庄,
蓝石大溪地,田欣苑小区,古城,润华汽车园,
南八里,朱庄,丰齐,小李庄,
杜家庙,藤屯,平安工业园,三龙小区,
经十西路晨辉路,平安店北,经十西路富美路,平安店,
中油济柴,王宿铺,晶恒工业园,经十西路滨河路,
经十西路玉符街,大学路经十西路,长泰小区,大学路凤凰路,
八里庄,乐天小区,公交营运中心"
K21路(济南站(经一纬三)--重汽南路公交车场),普通公交,,16.86241,济南公交总公司,"济南站(经一纬三),天桥南,济南站(临时站),经一纬五,
经一纬六,经一纬九,西市场,经一纬十二,
槐村街经四路,营市街经六路,南辛庄西路经十路,南辛庄西路南辛庄街,
试验机厂,王官庄,王官庄小区,青龙山长途客运站,
后龙,济南大学,七贤广场,七贤庄东,
文庄,文庄中,文庄西,岳尔庄东,
岳尔庄西,党东村,党东村中,枣林阳光花苑,
党家枣林,党家中学,重汽卡车公司,重汽南路公交车场
","重汽南路公交车场,重汽卡车公司,党家中学,党家枣林,
枣林阳光花苑,党东村中,党东村,岳尔庄西,
岳尔庄东,文庄西,文庄中,文庄,
七贤庄东,七贤广场,济南大学,后龙,
青龙山长途客运站,王官庄小区,王官庄,试验机厂,
南辛庄西路南辛庄街,南辛庄西路经十路,营市街经六路,槐村街经四路,
经一纬十二,西市场,经一纬九,经一纬六,
经一纬五,济南站(临时站),天桥南,济南站(经一纬三)
"
K22路(经十路营市街--经十西路峰山路),普通公交,0620--2150,30.82023,济南公交总公司,"经十路营市街,南辛庄西路经十路,南辛庄西路南辛庄街,试验机厂,
王官庄,王官庄小区,青龙山长途客运站,后龙,
济南大学,七贤广场,七贤庄东,文庄,
文庄中,文庄西,岳尔庄东,岳尔庄西,
党家庄,党家街道办事处东,党家街道办事处西,山东力明学院,
重骑集团,罗而庄,北桥北,北桥,
南桥,104国道明发路,开山村北,开山村,
炒米店,大学路东口,山东师范大学,工艺美院西门,
大学路博雅路,女子学院,大学路紫薇路,齐鲁工业大学,
大学路海棠路,中医药大学,公交营运中心,乐天小区,
八里庄,凤凰路大学路,凤凰路清河街,长兴美郡,
龙泉街文昌路,长清一中,经十西路龙泉街,汇侨城,
经十西路丹桂路,经十西路苏燕路,经十西路苏和路,经十西路峰山路
","经十西路峰山路,经十西路苏和路,经十西路苏燕路,经十西路丹桂路,
汇侨城,经十西路龙泉街,长清一中,龙泉街文昌路,
长兴美郡,凤凰路清河街,凤凰路大学路,八里庄,
乐天小区,公交营运中心,中医药大学,大学路海棠路,
齐鲁工业大学,大学路紫薇路,女子学院,大学路博雅路,
工艺美院西门,山东师范大学,大学路东口,炒米店,
开山村,开山村北,104国道明发路,南桥,
北桥,北桥北,罗而庄,重骑集团,
山东力明学院,党家街道办事处西,党家街道办事处东,党家庄,
岳尔庄西,岳尔庄东,文庄西,文庄中,
文庄,七贤庄东,七贤广场,济南大学,
后龙,青龙山长途客运站,王官庄小区,王官庄,
试验机厂,南辛庄西路南辛庄街,南辛庄西路经十路,经十路营市街
"
K24路(公交营运中心--山东师范大学),普通公交,0630--2210,21.2233,济南公交集团西部公交第七分公司,"公交营运中心,乐天小区,八里庄,凤凰路大学路,
凤凰路清河街,长兴美郡,附设站,丹凤小区,
山东管理学院,原香溪谷北门,地铁园博园站,园博园西北门,
地铁大学城站,中医药大学东门,齐鲁工业大学宿舍,齐鲁工业大学北门,
齐鲁工业大学东门,蔡伦路,紫薇路大学路,园博园水之门,
紫薇路文汇路,紫薇路文源路,紫薇路丁香路,山东艺术学院,
紫薇路丁香路,紫薇路文源路,紫薇路文汇路,园博园水之门,
女子学院,大学路博雅路,山东师范大学","山东师范大学,大学路博雅路,女子学院,园博园水之门,
紫薇路文汇路,紫薇路文源路,紫薇路丁香路,山东艺术学院,
紫薇路丁香路,紫薇路文源路,紫薇路文汇路,园博园水之门,
紫薇路大学路,蔡伦路,齐鲁工业大学东门,齐鲁工业大学北门,
齐鲁工业大学宿舍,中医药大学东门,地铁大学城站,园博园西北门,
地铁园博园站,原香溪谷北门,山东管理学院,丹凤小区,
附设站,长兴美郡,凤凰路清河街,凤凰路大学路,
八里庄,乐天小区,公交营运中心"
K25路(公交营运中心--宾谷街),普通公交,0630--2230,15.29,济南公交集团西部公交第七分公司,"公交营运中心,海棠路大学路,中医药大学东门,齐鲁工业大学宿舍,
地铁紫薇路站,省劳动技术学院南门,耕读世家,紫薇阁,
紫薇路牛顿路,女子学院西门,紫薇路大学路,齐鲁工业大学,
大学路海棠路,中医药大学,公交营运中心(附设站),乐天小区,
八里庄,凤凰路大学路,凤凰路清河街,长兴美郡,
文昌路,长清一中,石麟小学,龙泉街,
清河街,宾谷街","宾谷街,清河街,龙泉街,石麟小学,
长清一中,文昌路,长兴美郡,凤凰路清河街,
凤凰路大学路,八里庄,乐天小区,公交营运中心(附设站),
中医药大学,大学路海棠路,齐鲁工业大学,紫薇路大学路,
女子学院西门,紫薇路牛顿路,紫薇阁,耕读世家,
省劳动技术学院南门,地铁紫薇路站,齐鲁工业大学宿舍,中医药大学东门,
海棠路大学路,公交营运中心"
K26路(地铁八里桥站--西张家庄),普通公交,0550--2030,16.68,济南公交集团西部公交第二分公司,"地铁八里桥站,济齐路交校路,济齐路黄岗路,重汽彩世界,
黄岗路无影山中路,黄岗,北辛庄北,粟山路黄岗路,
东沙王庄,粟山路东宇大街,新沙工业园,粟山路二环西路,
南吴家堡,东吴家堡,吴家堡,吴家堡街道办事处,
吴家堡综合市场,济齐路齐鲁大道,中赵庄,方特东方神画,
大高庄,刘家庄,西高庄,四门闸,
棉张,引桥,西王家庄,曹家圈,
西张家庄","西张家庄,曹家圈,西王家庄,引桥,
棉张,四门闸,西高庄,刘家庄,
大高庄,方特东方神画,中赵庄,济齐路齐鲁大道,
吴家堡综合市场,吴家堡街道办事处,吴家堡,东吴家堡,
南吴家堡,粟山路二环西路,新沙工业园,粟山路东宇大街,
东沙王庄,粟山路黄岗路,北辛庄北,黄岗,
黄岗路无影山中路,重汽彩世界,济齐路黄岗路,济齐路交校路,
地铁八里桥站"
K27路(宁康街北康路--山东汽配城),普通公交,,16.73979,济南公交集团西部公交第三分公司,"宁康街北康路,宁康街望岳西路,分水岭南,分水岭,
南苑小区,英雄山立交桥南,英雄山立交桥北,十六里河街道办事处,
东方红桥,西八公交车场,英雄山路七里山路,四季花园,
七里山南村,英雄山路六里山南路,二七新村,英雄山,
八一立交桥南,八一立交桥西,经十路建设路,五里牌坊,
经十路德兴街,经十路经七路,经十路北小辛庄西街,经十路营市街,
经六路营市街,经六路营市西街,段兴东路经六路,山东省第二人民医院,
段兴东路张庄路,老屯,山东汽配城","山东汽配城,老屯,段兴东路张庄路,山东省第二人民医院,
段兴东路经六路,经六路营市西街,经六路营市街,经十路营市街,
经十路北小辛庄西街,经十路经七路,经十路德兴街,五里牌坊,
经十路建设路,八一立交桥西,八一立交桥南,英雄山,
二七新村,英雄山路六里山南路,七里山南村,四季花园,
英雄山路七里山路,西八公交车场,东方红桥,十六里河街道办事处,
英雄山立交桥北,英雄山立交桥南,南苑小区,分水岭,
分水岭南,宁康街望岳西路,宁康街北康路"
K29路(文贤居--天桥南),普通公交,0520--2130,13.55374,济南公交总公司第五分公司,"文贤居,石房峪山隧道西,文庄西,文庄,
七贤庄东,七贤广场,济南大学,后龙,
青龙山长途客运站,王官庄小区,王官庄,试验机厂,
南辛庄西路南辛庄街,南辛庄,经十路经七路,经十路德兴街,
纬十二路经七路,纬十二路经五路,经四纬十,省立医院,
山东省眼科医院,经四纬三,大观园,天桥南
","天桥南,大观园,经四纬三,山东省眼科医院,
省立医院,经四纬十,纬十二路经五路,纬十二路经七路,
经十路德兴街,经十路经七路,南辛庄,南辛庄西路南辛庄街,
试验机厂,王官庄,王官庄小区,青龙山长途客运站,
后龙,济南大学,七贤广场,七贤庄东,
文庄,文庄西,石房峪山隧道西,文贤居
"
K30路(公交祝甸车场--泺口服装城),普通公交,0600--2100,13.97392,济南公交总公司第一分公司,"公交祝甸车场,祝甸,祝甸活动中心,祝甸西,
辛祝路南口,市口腔医院历城院区,花园路二环东路,洪家楼2,
花园路洪家楼西路,花园路山大路,花园路历山路,东关大街,
老东门,大明湖东门,大明湖火车站,大明湖北门,
北关,生产路明湖西路,生产路,北园大街生产路,
三孔桥,凤凰山路,凤凰山路标山南路,凤凰山,
标山南路西口,动物园,泺口服装城","泺口服装城,动物园,标山南路西口,凤凰山,
凤凰山路标山南路,凤凰山路,三孔桥,北园大街生产路,
生产路,生产路明湖西路,北关,大明湖北门,
大明湖火车站,大明湖东门,老东门,东关大街,
花园路历山路,花园路山大路,花园路洪家楼西路,洪家楼2,
花园路二环东路,市口腔医院历城院区,辛祝路南口,祝甸西,
祝甸活动中心,祝甸,公交祝甸车场"
K31路(燕山立交桥东--黄台家居广场),普通公交,,16.49574,济南公交总公司,"燕山立交桥东,经十路浆水泉路,浆水泉路经十路,正大城市花园,
地矿家园,地矿家园南门,山财大燕山校区南门,荆山路二环东路,
山财大燕山校区,燕山立交桥南,燕山立交桥西,经十路燕子山路,
经十路山大路,经十路燕子山西路,经十路科院路,山师东路经十路,
山师东路文化东路,山师东路北口,和平路山师东路,山东新闻大厦,
解放桥,青龙桥北,黑虎泉北路山大南路,大明湖东门,
大明湖火车站,历黄路北园大街,梁府小区南,梁府小区,
历黄路水屯北路,水屯北路名家西路,板桥庄,板桥广场,
黄台家居广场","黄台家居广场,板桥广场,板桥庄,水屯北路名家西路,
历黄路水屯北路,梁府小区,梁府小区南,历黄路北园大街,
大明湖火车站,大明湖东门,黑虎泉北路山大南路,青龙桥北,
解放桥,山东新闻大厦,和平路山师东路,山师东路北口,
山师东路文化东路,山师东路经十路,经十路科院路,经十路燕子山西路,
经十路山大路,经十路燕子山路,燕山立交桥西,燕山立交桥南,
山财大燕山校区,荆山路二环东路,山财大燕山校区南门,地矿家园南门,
地矿家园,正大城市花园,浆水泉路经十路,经十路浆水泉路,
燕山立交桥东"
K32路(新世界商城--清雅居),普通公交,0600--2150,13.19,济南公交总公司第七分公司,"新世界商城,英雄山北,省体育中心,经八路青年西路,
民生大街经八路,杆石桥北,顺河东街经二路,经二纬一,
天桥南,制革街,省立三院,无影山东路,
无影山路,西苑小区,交通学院,黄岗路无影山中路,
黄岗,北辛庄北,蓝翔路粟山路,粟山北街蓝翔路,
清雅居","清雅居,粟山北街蓝翔路,蓝翔路粟山路,北辛庄北,
黄岗,黄岗路无影山中路,交通学院,西苑小区,
无影山路,无影山东路,省立三院,制革街,
天桥南,经二纬一,顺河东街经二路,杆石桥北,
民生大街经八路,经八路青年西路,省体育中心,英雄山北,
新世界商城"
K34路(阳光舜城重华苑--济南站),普通公交,0530--2130,10.12794,济南公交总公司,"阳光舜城重华苑,欣欣嘉园,舜世路旅游路,历阳大街西口,
舜玉路舜耕路,舜玉路,张安,玉函路济大路,
省委二宿舍,玉函路马鞍山路,英雄山文化市场,省体育馆南门,
新世界商城,英雄山北,市妇幼保健院,纬一路经七路,
经七纬二,大观园,天桥南,济南站
","济南站,天桥南,大观园,经七纬二,
纬一路经七路,市妇幼保健院,英雄山北,新世界商城,
省体育馆南门,英雄山文化市场,玉函路马鞍山路,省委二宿舍,
玉函路济大路,张安,舜玉路,舜玉路舜耕路,
历阳大街西口,舜世路旅游路,欣欣嘉园,阳光舜城重华苑
"
K37路(铁厂北路公交车场--解放桥东),普通公交,,15.3394,济南公交总公司第一分公司,"铁厂北路公交车场,恒大城南门,凤凰北路铁厂北路,东润丽苑,
凤凰北路飞跃大道,凤凰北路中林路,徐家庄,花园东路金达路,
花园东路开拓路,牛旺庄小区北门,花园东路颖秀路,花园东路舜华北路,
花园东路崇华路,花园东路奥体中路,花园东路正丰路,地铁花园东路站,
保利华庭小区,崇德中学,化纤南苑小区,附设站,
化纤厂路华能路,化纤厂路华龙路,华龙路华阳路,华龙路华信路,
七里河东,华龙路七里河路,华龙路西口,山大北路二环东路,
洪家楼南路,百花公园西门,益寿路闵子骞路,益寿路西口,
解放路山大路,中心医院,解放桥东","解放桥东,中心医院,解放路山大路,益寿路西口,
益寿路闵子骞路,百花公园西门,洪家楼南路,山大北路二环东路,
华龙路西口,华龙路七里河路,七里河东,华龙路华信路,
华龙路华阳路,化纤厂路华龙路,化纤厂路华能路,附设站,
化纤南苑小区,崇德中学,保利华庭小区,地铁花园东路站,
花园东路正丰路,花园东路奥体中路,花园东路崇华路,花园东路舜华北路,
花园东路颖秀路,牛旺庄小区北门,花园东路开拓路,花园东路金达路,
徐家庄,凤凰北路中林路,凤凰北路飞跃大道,东润丽苑,
凤凰北路铁厂北路,恒大城南门,铁厂北路公交车场"
K38路(青岛路公交车场--经十路北小辛庄西街),普通公交,0550--2000,13.79383,济南公交总公司第五分公司,"青岛路公交车场,山东第一医科大学,济南热电西部热源厂,杨柳春风小区,
顺安路威海路站,顺安苑小区,烟台路顺安路,大金新苑,
育华中学,经十路齐州路,经十路腊山河东路,明星小区,
经十路腊山北路,刘庄,腊山立交桥西,腊山立交桥,
经十路段兴西路,经十路营市西街,经十路营市街,经十路北小辛庄西街
","经十路北小辛庄西街,经十路营市街,经十路营市西街,经十路段兴西路,
腊山立交桥,腊山立交桥西,刘庄,经十路腊山北路,
明星小区,经十路腊山河东路,经十路齐州路,育华中学,
大金新苑,烟台路顺安路,顺安苑小区,顺安路威海路站,
杨柳春风小区,济南热电西部热源厂,山东第一医科大学,青岛路公交车场
"
K41路(大明湖东门--中海御峰官邸),普通公交,0530--2230,16.49253,济南公交集团南部公交分公司,"大明湖东门,大明湖路按察司街,市立一院,大明湖,
大明湖西南门,西门,趵突泉东门,饮虎池,
杆石桥,经七纬二,纬四路南口,岔路街,
建设路北口,小梁庄街,梁家庄,建设路刘长山路,
建设路二七南路,二七南路西口,二七南路七里山西路,七里山南村一区,
郎茂山小区北区,郎茂山小区,郎茂山小区南区,七里山西路南口,
山东医高专,山东医高专西,九曲庄路北口,中海国际社区,
泉海小学南,中海御山华府,九曲,九曲庄西,
中海尚湖央邸,泉欣小学,中海雍景郡,中海御峰官邸
","中海御峰官邸,中海雍景郡,泉欣小学,中海尚湖央邸,
九曲庄西,九曲,中海御山华府,泉海小学南,
中海国际社区,九曲庄路北口,山东医高专西,山东医高专,
七里山西路南口,郎茂山小区南区,郎茂山小区,郎茂山小区北区,
七里山南村一区,二七南路七里山西路,二七南路西口,建设路二七南路,
建设路刘长山路,梁家庄,小梁庄街,建设路北口,
岔路街,纬四路南口,经七纬二,杆石桥,
饮虎池,趵突泉东门,西门,大明湖西南门,
大明湖,市立一院,大明湖路按察司街,大明湖东门
"
